#DATOS PARA h=0.1
t		Y1		Y2		V1		V2
55.8		1386.46		-516.304		12407.6		-4674.59
55.9		2627.21		-983.763		11901.3		-4484.32
56		3817.34		-1432.19		10941		-4123.22
56.1		4911.44		-1844.52		9545.12		-3598.27
56.2		5865.95		-2204.34		7748.9		-2922.67
56.3		6640.84		-2496.61		5603.35		-2115.64
56.4		7201.17		-2708.17		3174.19		-1201.9
56.5		7518.59		-2828.36		539.912		-210.961
56.6		7572.59		-2849.46		-2210.63		823.735
56.7		7351.52		-2767.09		-4981.06		1865.94
56.8		6853.42		-2580.49		-7670.76		2877.8
56.9		6086.34		-2292.71		-10178.4		3821.19
57		5068.5		-1910.59		-12405.5		4659.1
57.1		3827.95		-1444.68		-14260.4		5357.01
57.2		2401.91		-908.983		-15661.6		5884.27
57.3		835.753		-320.556		-16541.3		6215.36
57.4		-818.372		300.98		-16848.1		6330.99
57.5		-2503.18		934.079		-16549.9		6219.06
57.6		-4158.17		1555.98		-15635.5		5875.33
57.7		-5721.72		2143.52		-14115.7		5303.91
57.8		-7133.29		2673.91		-12024.1		4517.39
57.9		-8335.7		3125.65		-9416.18		3536.67
58		-9277.32		3479.31		-6368.48		2390.54
58.1		-9914.16		3718.37		-2976.4		1114.87
58.2		-10211.8		3829.86		648.561		-248.38
58.3		-10146.9		3805.02		4382.33		-1652.55
58.4		-9708.72		3639.76		8092.29		-3047.74
58.5		-8899.49		3334.99		11641.9		-4382.59
58.6		-7735.3		2896.73		14895.3		-5606.04
58.7		-6245.77		2336.13		17722.9		-6669.24
58.8		-4473.48		1669.2		20005.4		-7527.43
58.9		-2472.94		916.459		21639.6		-8141.7
59		-308.986		102.289		22541.8		-8480.64
59.1		1945.2		-745.775		22652.4		-8521.77
59.2		4210.44		-1597.95		21938.3		-8252.67
59.3		6404.27		-2423.22		20395.6		-7671.83
59.4		8443.83		-3190.4		18050.2		-6789.08
59.5		10248.9		-3869.31		14958.8		-5625.66
59.6		11744.7		-4431.88		11207		-4213.84
59.7		12865.4		-4853.26		6907.98		-2596.18
59.8		13556.2		-5112.88		2199.03		-824.313
59.9		13776.1		-5195.31		-2762.59		1042.6
60		13499.9		-5091.05		-7804.61		2939.74
60.1		12719.4		-4797.08		-12745.5		4798.83
60.2		11444.9		-4317.19		-17400.8		6550.48
60.3		9704.78		-3662.14		-21589.8		8126.69
60.4		7545.8		-2849.48		-25142.1		9463.38
60.5		5031.59		-1903.14		-27904.5		10502.9
60.6		2241.14		-852.848		-29747		11196.4
60.7		-733.56		266.79		-30568.6		11505.8
60.8		-3790.42		1417.37		-30301.8		11405.7
60.9		-6820.6		2557.94		-28916.7		10885
61		-9712.27		3646.44		-26422.9		9947.11
61.1		-12354.6		4641.15		-22871		8611.24
61.2		-14641.7		5502.27		-18352.5		6911.67
61.3		-16476.9		6193.44		-12997.1		4897.27
61.4		-17776.6		6683.17		-6970.16		2630.24
61.5		-18473.6		6946.19		-467.619		184.259
61.6		-18520.4		6964.62		6290.06		-2357.72
61.7		-17891.4		6728.84		13065		-4906.22
61.8		-16584.9		6238.22		19609.9		-7368.25
61.9		-14623.9		5501.4		25677.1		-9650.56
62		-12056.2		4536.34		31027		-11663.1
62.1		-8953.49		3370.03		35437.7		-13322.3
62.2		-5409.71		2037.8		38713.5		-14554.7
62.3		-1538.36		582.329		40693.1		-15299.4
62.4		2530.95		-947.616		41256.5		-15511.5
62.5		6656.6		-2498.77		40331.4		-15163.7
62.6		10689.7		-4015.13		37897.1		-14248.1
62.7		14479.4		-5439.95		33987.5		-12777.6
62.8		17878.2		-6717.71		28691.7		-10785.7
62.9		20747.4		-7796.28		22152.7		-8326.11
63		22962.6		-8628.89		14564.1		-5471.74
63.1		24419		-9176.06		6165.25		-2312.59
63.2		25035.6		-9407.32		-2766.27		1046.92
63.3		24758.9		-9302.63		-11923.2		4491.21
63.4		23566.6		-8853.51		-20978.9		7897.37
63.5		21468.7		-8063.77		-29598.2		11139.4
63.6		18508.9		-6949.83		-37450		14092.6
63.7		14763.9		-5540.57		-44218.9		16638.5
63.8		10342		-3876.72		-49617.7		18669
63.9		5380.25		-2009.83		-53398.7		20090.8
64		40.3836		-0.7438		-55364.5		20829.8
64.1		-5496.07		2082.24		-55376.7		20833.9
64.2		-11033.7		4165.63		-53363.5		20076.1
64.3		-16370.1		6173.25		-49324.4		18556.2
64.4		-21302.5		8028.86		-43333.1		16301.8
64.5		-25635.8		9659.05		-35537.3		13368.7
64.6		-29189.6		10995.9		-26156.2		9839.22
64.7		-31805.2		11979.8		-15475		5820.67
64.8		-33352.7		12561.9		-3836.99		1442.17
64.9		-33736.4		12706.1		8367.15		-3149.29
65		-32899.7		12391.2		20711.6		-7793.54
65.1		-30828.5		11611.8		32750		-12322.6
65.2		-27553.5		10379.6		44030.6		-16566.7
65.3		-23150.4		8722.91		54113.1		-20360
65.4		-17739.1		6686.91		62584.7		-23547.3
65.5		-11480.7		4332.18		69076.7		-25989.9
65.6		-4572.99		1733.19		73279		-27571.2
65.7		2754.91		-1023.93		74954.2		-28201.8
65.8		10250.3		-3844.11		73948.6		-27823.9
65.9		17645.2		-6626.5		70200.7		-26414.5
66		24665.3		-9267.95		63747.5		-23987.3
66.1		31040		-11666.7		54726.1		-20594
66.2		36512.6		-13726.1		43372.4		-16323.3
66.3		40849.9		-15358.4		30016.6		-11299.5
66.4		43851.5		-16488.4		15073.9		-5678.63
66.5		45358.9		-17056.2		-967.051		355.361
66.6		45262.2		-17020.7		-17559.6		6596.87
66.7		43506.2		-16361		-34116.8		12825.2
66.8		40094.6		-15078.5		-50031.9		18811.9
66.9		35091.4		-13197.3		-64699		24329.2
67		28621.5		-10764.4		-77535.9		29158.1
67.1		20867.9		-7848.57		-88006.1		33096.6
67.2		12067.3		-4538.91		-95640		35968.3
67.3		2503.26		-942.078		-100054		37628.9
67.4		-7502.19		2820.81		-100970		37973.4
67.5		-17599.2		6618.16		-98226		36941.1
67.6		-27421.8		10312.3		-91788.1		34519.4
67.7		-36600.6		13764.2		-81756.9		30746
67.8		-44776.3		16838.8		-68368		25709.5
67.9		-51613.1		19409.8		-51988.3		19548
68		-56811.9		21364.6		-33107.6		12445.7
68.1		-60122.7		22609.1		-12325.3		4628.06
68.2		-61355.2		23071.9		9668.15		-3645.13
68.3		-60388.4		22707.4		32112.3		-12087.8
68.4		-57177.2		21498.6		54202.6		-20397.4
68.5		-51756.9		19458.9		75118.1		-28265
68.6		-44245.1		16632.4		94050.4		-35386.6
68.7		-34840.1		13093.7		110235		-41474.3
68.8		-23816.6		8946.3		122978		-46267.7
68.9		-11518.8		4319.53		131689		-49544
69		1650.06		-634.873		135900		-51127.9
69.1		15240.1		-5747.66		135294		-50899.4
69.2		28769.5		-10837.6		129716		-48800.6
69.3		41741.1		-15717.7		119189		-44839.9
69.4		53660		-20201.6		103916		-39094
69.5		64051.6		-24111		84282.6		-31707.8
69.6		72479.8		-27281.8		60847.7		-22891.6
69.7		78564.6		-29571		34329.4		-12915.4
69.8		81997.6		-30862.5		5585.11		-2101.85
69.9		82556.1		-31072.7		-24415.1		9184.16
70		80114.6		-30154.3		-54619.6		20547
70.1		74652.6		-28099.6		-83931		31573.9
70.2		66259.5		-24942.2		-111244		41849.1
70.3		55135.1		-20757.3		-135487		50969.3
70.4		41586.4		-15660.3		-155660		58558.5
70.5		26020.4		-9804.49		-170876		64283.2
70.6		8932.73		-3376.17		-180398		67865.7
70.7		-9107.11		3410.4		-183669		69096.6
70.8		-27474		10320.1		-180340		67844.8
70.9		-45508		17104.5		-170292		64065.4
71		-62537.2		23511.1		-153646		57804.2
71.1		-77901.8		29291.5		-130771		49199.4
71.2		-90978.9		34211.4		-102274		38480
71.3		-101206		38059.4		-68993.3		25961
71.4		-108106		40655.5		-31971		12034.4
71.5		-111303		41859		7575.35		-2841.69
71.6		-110545		41574.8		48291.5		-18157.9
71.7		-105716		39759		88730.6		-33369.9
71.8		-96843		36422		127403		-47917.4
71.9		-84102.6		31630.3		162830		-61243.9
72		-67819.6		25505.9		193596		-72817.2
72.1		-48460		18224.2		218406		-82149.7
72.2		-26619.5		10009.2		236133		-88818.1
72.3		-3006.19		1127.42		245870		-92481
72.4		21580.8		-8120.69		246969		-92894.4
72.5		46277.8		-17410.1		239074		-89924.2
72.6		70185.2		-26402.5		222144		-83555.4
72.7		92399.6		-34758.1		196468		-73896.7
72.8		112046		-42147.8		162665		-61180.9
72.9		128313		-48265.8		121676		-45761.5
73		140480		-52842		74735.2		-28103.6
73.1		147954		-55652.4		23343.7		-8771.36
73.2		150288		-56529.5		-30781.6		11589.3
73.3		147210		-55370.6		-85760.8		32271.1
73.4		138634		-52143.5		-139614		52529.1
73.5		124673		-46890.5		-190329		71606.9
73.6		105640		-39729.9		-235937		88763.2
73.7		82046.2		-30853.5		-274581		103300
73.8		54588		-20523.5		-304595		114590
73.9		24128.6		-9064.5		-324563		122101
74		-8327.68		3145.63		-333387		125421
74.1		-41666.4		15687.7		-330339		124273
74.2		-74700.3		28115		-315093		118538
74.3		-106210		39968.8		-287763		108256
74.4		-134986		50794.4		-248906		93638.5
74.5		-159877		60158.3		-199521		75060.5
74.6		-179829		67664.3		-141030		53057
74.7		-193932		72970		-75240.4		28307.7
74.8		-201456		75800.8		-4291.18		1617.51
74.9		-201885		75962.6		69410.7		-26108.1
75		-194944		73351.7		143270		-53892.9
75.1		-180617		67962.5		214589		-80722.4
75.2		-159158		59890.2		280668		-105580
75.3		-131091		49332.2		338896		-127485
75.4		-97201.5		36583.7		386856		-145527
75.5		-58515.9		22030.9		422419		-158906
75.6		-16274		6140.31		443829		-166961
75.7		28108.9		-10555.8		449786		-169202
75.8		73087.5		-27476		439506		-165336
75.9		117038		-44009.5		412771		-155279
76		158315		-59537.5		369958		-139175
76.1		195311		-73454.9		312045		-117389
76.2		226516		-85193.8		240597		-90512.7
76.3		250575		-94245.1		157733		-59341.7
76.4		266349		-100179		66067.7		-24859.7
76.5		272955		-102665		-31368.2		11793.1
76.6		269818		-101486		-131221		49355.1
76.7		256696		-96550.4		-229927		86485.6
76.8		233704		-87901.9		-323832		121810
76.9		201320		-75720.9		-409326		153971
77		160388		-60323.8		-482973		181675
77.1		112091		-42156.3		-541646		203746
77.2		57925.9		-21781.7		-582651		219171
77.3		-339.189		135.402		-603840		227142
77.4		-60723.2		22849.6		-603715		227094
77.5		-121095		45559		-581499		218737
77.6		-179245		67432.6		-537198		202071
77.7		-232964		87639.8		-471624		177404
77.8		-280127		105380		-386398		145343
77.9		-318767		119914		-283918		106793
78		-347158		130594		-167303		62924.5
78.1		-363889		136886		-40301.6		15149.3
78.2		-367919		138401		92820.1		-34928.2
78.3		-358637		134908		227416		-85560.2
78.4		-335895		126352		358616		-134915
78.5		-300034		112861		481496		-181139
78.6		-251884		94746.8		591257		-222429
78.7		-192758		72503.9		683403		-257092
78.8		-124418		46794.7		753919		-283618
78.9		-49026.2		18432.9		799433		-300740
79		30917.1		-11641		817367		-307485
79.1		112654		-42389.6		806054		-303230
79.2		193259		-72712.5		764840		-287725
79.3		269743		-101485		694138		-261128
79.4		339157		-127598		595455		-224005
79.5		398702		-149998		471378		-177330
79.6		445840		-167731		325518		-122460
79.7		478392		-179977		162413		-61102.6
79.8		494633		-186088		-12601.1		4734.35
79.9		493373		-185614		-193556		72806.4
80		474017		-178334		-374051		140705
80.1		436612		-164263		-547464		205940
80.2		381866		-143669		-707194		266028
80.3		311147		-117066		-846896		318581
80.4		226457		-85208.1		-960727		361403
80.5		130384		-49067.8		-1.04358e+06		392569
80.6		26026.7		-9810.94		-1.09128e+06		410514
80.7		-83101		31240.5		-1.1008e+06		414098
80.8		-193181		72650.3		-1.0704e+06		402664
80.9		-300222		112917		-999737		376081
81		-400195		150525		-889910		334767
81.1		-489186		184001		-743509		279695
81.2		-563537		211971		-564553		212376
81.3		-619993		233209		-358397		134825
81.4		-655832		246691		-131588		49505.2
81.5		-668991		251642		108333		-40747.1
81.6		-658158		247567		353067		-132810
81.7		-622851		234286		593839		-223383
81.8		-563467		211948		821694		-309097
81.9		-481298		181038		1.02783e+06		-386638
82		-378515		142374		1.2039e+06		-452872
82.1		-258126		97087		1.34237e+06		-504961
82.2		-123889		46590.9		1.43679e+06		-540482
82.3		19790.5		-7457.25		1.48211e+06		-557530
82.4		168002		-63210.2		1.47487e+06		-554805
82.5		315489		-118691		1.41341e+06		-531684
82.6		456830		-171859		1.29799e+06		-488266
82.7		586629		-220686		1.13087e+06		-425397
82.8		699716		-263225		916259		-344665
82.9		791342		-297692		660280		-248371
83		857370		-322529		370781		-139468
83.1		894448		-336476		57127.4		-21477.9
83.2		900161		-338624		-270090		101614
83.3		873152		-328462		-599398		225493
83.4		813212		-305913		-918824		345654
83.5		721330		-271347		-1.21632e+06		457567
83.6		599697		-225591		-1.48021e+06		556834
83.7		451677		-169907		-1.69959e+06		639363
83.8		281717		-105971		-1.86483e+06		701522
83.9		95234		-35818.8		-1.96789e+06		740290
84		-101555		38210.2		-2.00273e+06		753396
84.1		-301828		113550		-1.96558e+06		739419
84.2		-498386		187492		-1.85516e+06		697881
84.3		-683901		257280		-1.67283e+06		629294
84.4		-851184		320209		-1.42264e+06		535176
84.5		-993448		373727		-1.11124e+06		418036
84.6		-1.10457e+06		415530		-747807		281319
84.7		-1.17935e+06		443662		-343718		129308
84.8		-1.21372e+06		456593		87729.2		-32993.1
84.9		-1.20495e+06		453294		531750		-200025
85		-1.15178e+06		433291		972562		-365850
85.1		-1.05452e+06		396706		1.39392e+06		-524356
85.2		-915129		344271		1.7797e+06		-669479
85.3		-737158		277323		2.11449e+06		-795419
85.4		-525710		197781		2.38417e+06		-896867
85.5		-287293		108094		2.57649e+06		-969216
85.6		-29644		11172.6		2.6816e+06		-1.00875e+06
85.7		238516		-89702.9		2.69244e+06		-1.01284e+06
85.8		507760		-190987		2.60519e+06		-980015
85.9		768279		-288988		2.41944e+06		-910140
86		1.01022e+06		-380002		2.13838e+06		-804413
86.1		1.22406e+06		-460443		1.76882e+06		-665391
86.2		1.40094e+06		-526982		1.32102e+06		-496940
86.3		1.53305e+06		-576676		808516		-304148
86.4		1.6139e+06		-607091		247684		-93175.6
86.5		1.63867e+06		-616409		-342726		128923
86.6		1.60439e+06		-603517		-942197		354431
86.7		1.51017e+06		-568073		-1.52913e+06		575221
86.8		1.35726e+06		-510551		-2.0816e+06		783046
86.9		1.1491e+06		-432247		-2.57812e+06		969827
87		891288		-335264		-2.99849e+06		1.12796e+06
87.1		591439		-222468		-3.32455e+06		1.25062e+06
87.2		258984		-97406.1		-3.54091e+06		1.33201e+06
87.3		-95107.5		35794.7		-3.63566e+06		1.36765e+06
87.4		-458673		172559		-3.60086e+06		1.35456e+06
87.5		-818759		308015		-3.43306e+06		1.29143e+06
87.6		-1.16206e+06		437158		-3.13353e+06		1.17876e+06
87.7		-1.47542e+06		555034		-2.70841e+06		1.01883e+06
87.8		-1.74626e+06		656917		-2.16865e+06		815788
87.9		-1.96312e+06		738496		-1.52981e+06		575471
88		-2.1161e+06		796043		-811639		305309
88.1		-2.19727e+06		826574		-37499.6		14094.1
88.2		-2.20102e+06		827984		766331		-288290
88.3		-2.12439e+06		799154		1.57153e+06		-591190
88.4		-1.96723e+06		740035		2.3487e+06		-883544
88.5		-1.73236e+06		651681		3.06838e+06		-1.15427e+06
88.6		-1.42552e+06		536254		3.70213e+06		-1.39268e+06
88.7		-1.05531e+06		396986		4.22363e+06		-1.58885e+06
88.8		-632948		238101		4.6097e+06		-1.73408e+06
88.9		-171978		64692.8		4.84125e+06		-1.82119e+06
89		312147		-117426		4.90416e+06		-1.84485e+06
89.1		802563		-301911		4.78997e+06		-1.8019e+06
89.2		1.28156e+06		-482101		4.49637e+06		-1.69145e+06
89.3		1.7312e+06		-651246		4.02753e+06		-1.51508e+06
89.4		2.13395e+06		-802755		3.3942e+06		-1.27684e+06
89.5		2.47337e+06		-930439		2.61354e+06		-983169
89.6		2.73472e+06		-1.02876e+06		1.7087e+06		-642788
89.7		2.90559e+06		-1.09303e+06		708249		-266440
89.8		2.97642e+06		-1.11968e+06		-354710		133423
89.9		2.94095e+06		-1.10634e+06		-1.44358e+06		543033
90		2.79659e+06		-1.05203e+06		-2.51947e+06		947761
90.1		2.54464e+06		-957257		-3.54256e+06		1.33262e+06
90.2		2.19039e+06		-823994		-4.47347e+06		1.68281e+06
90.3		1.74304e+06		-655713		-5.27478e+06		1.98425e+06
90.4		1.21556e+06		-457288		-5.91245e+06		2.22413e+06
90.5		624318		-234875		-6.35714e+06		2.39141e+06
90.6		-11396.2		4265.99		-6.58554e+06		2.47733e+06
90.7		-669950		251999		-6.58137e+06		2.47576e+06
90.8		-1.32809e+06		499576		-6.33629e+06		2.38357e+06
90.9		-1.96172e+06		737933		-5.85044e+06		2.2008e+06
91		-2.54676e+06		958013		-5.13278e+06		1.93084e+06
91.1		-3.06004e+06		1.1511e+06		-4.2011e+06		1.58036e+06
91.2		-3.48015e+06		1.30913e+06		-3.08165e+06		1.15925e+06
91.3		-3.78831e+06		1.42506e+06		-1.80851e+06		680320
91.4		-3.96916e+06		1.49309e+06		-422628		158983
91.5		-4.01143e+06		1.50899e+06		1.02941e+06		-387243
91.6		-3.90849e+06		1.47026e+06		2.49691e+06		-939284
91.7		-3.65879e+06		1.37634e+06		3.92675e+06		-1.47716e+06
91.8		-3.26612e+06		1.22862e+06		5.26525e+06		-1.98067e+06
91.9		-2.73959e+06		1.03055e+06		6.4601e+06		-2.43015e+06
92		-2.09358e+06		787538		7.46232e+06		-2.80716e+06
92.1		-1.34735e+06		506822		8.22821e+06		-3.09527e+06
92.2		-524530		197295		8.72111e+06		-3.28069e+06
92.3		347581		-130774		8.913e+06		-3.35287e+06
92.4		1.23888e+06		-466062		8.78584e+06		-3.30504e+06
92.5		2.11747e+06		-796565		8.33261e+06		-3.13454e+06
92.6		2.95073e+06		-1.11002e+06		7.55798e+06		-2.84314e+06
92.7		3.70652e+06		-1.39433e+06		6.4785e+06		-2.43706e+06
92.8		4.35437e+06		-1.63804e+06		5.12254e+06		-1.92698e+06
92.9		4.86663e+06		-1.83074e+06		3.52957e+06		-1.32774e+06
93		5.21959e+06		-1.96351e+06		1.7492e+06		-658001
93.1		5.39451e+06		-2.02931e+06		-160288		60308.9
93.2		5.37848e+06		-2.02328e+06		-2.13377e+06		802691
93.3		5.1651e+06		-1.94301e+06		-4.10139e+06		1.54287e+06
93.4		4.75496e+06		-1.78873e+06		-5.99094e+06		2.25368e+06
93.5		4.15587e+06		-1.56336e+06		-7.73046e+06		2.90805e+06
93.6		3.38282e+06		-1.27255e+06		-9.25081e+06		3.47997e+06
93.7		2.45774e+06		-924556		-1.04883e+07		3.94551e+06
93.8		1.40891e+06		-530005		-1.13875e+07		4.28374e+06
93.9		270159		-101632		-1.19029e+07		4.47763e+06
94		-920131		346131		-1.20017e+07		4.51481e+06
94.1		-2.1203e+06		797612		-1.16651e+07		4.38818e+06
94.2		-3.28681e+06		1.23643e+06		-1.08894e+07		4.09639e+06
94.3		-4.37576e+06		1.64607e+06		-9.68702e+06		3.64406e+06
94.4		-5.34446e+06		2.01047e+06		-8.08623e+06		3.04188e+06
94.5		-6.15308e+06		2.31466e+06		-6.13106e+06		2.30639e+06
94.6		-6.76619e+06		2.5453e+06		-3.88007e+06		1.45961e+06
94.7		-7.1542e+06		2.69126e+06		-1.40478e+06		528464
94.8		-7.29467e+06		2.74411e+06		1.21245e+06		-456082
94.9		-7.17343e+06		2.6985e+06		3.88107e+06		-1.45996e+06
95		-6.78532e+06		2.55251e+06		6.50533e+06		-2.44715e+06
95.1		-6.13479e+06		2.30779e+06		8.98762e+06		-3.38094e+06
95.2		-5.23603e+06		1.9697e+06		1.12319e+07		-4.22519e+06
95.3		-4.11284e+06		1.54718e+06		1.31474e+07		-4.94577e+06
95.4		-2.79809e+06		1.0526e+06		1.4652e+07		-5.51177e+06
95.5		-1.33289e+06		501423		1.56757e+07		-5.89684e+06
95.6		234676		-88260.6		1.61633e+07		-6.08027e+06
95.7		1.851e+06		-696287		1.60774e+07		-6.04798e+06
95.8		3.45875e+06		-1.30108e+06		1.54003e+07		-5.79325e+06
95.9		4.99878e+06		-1.88041e+06		1.4135e+07		-5.31726e+06
96		6.41227e+06		-2.41214e+06		1.23063e+07		-4.62934e+06
96.1		7.6429e+06		-2.87507e+06		9.96046e+06		-3.7469e+06
96.2		8.63894e+06		-3.24976e+06		7.16445e+06		-2.69511e+06
96.3		9.35539e+06		-3.51927e+06		4.00406e+06		-1.50624e+06
96.4		9.7558e+06		-3.66989e+06		581570		-218770
96.5		9.81395e+06		-3.69177e+06		-2.9874e+06		1.1238e+06
96.6		9.51521e+06		-3.57939e+06		-6.57765e+06		2.47437e+06
96.7		8.85745e+06		-3.33195e+06		-1.00586e+07		3.78383e+06
96.8		7.85159e+06		-2.95357e+06		-1.32989e+07		5.00277e+06
96.9		6.52169e+06		-2.45329e+06		-1.61713e+07		6.08329e+06
97		4.90457e+06		-1.84497e+06		-1.85571e+07		6.98079e+06
97.1		3.04885e+06		-1.14689e+06		-2.03514e+07		7.65574e+06
97.2		1.01372e+06		-381313		-2.14667e+07		8.07531e+06
97.3		-1.13295e+06		426218		-2.18376e+07		8.21482e+06
97.4		-3.31671e+06		1.2477e+06		-2.14231e+07		8.0589e+06
97.5		-5.45902e+06		2.05359e+06		-2.02097e+07		7.60246e+06
97.6		-7.47999e+06		2.81384e+06		-1.82126e+07		6.8512e+06
97.7		-9.30125e+06		3.49896e+06		-1.54762e+07		5.82182e+06
97.8		-1.08489e+07		4.08114e+06		-1.20735e+07		4.54179e+06
97.9		-1.20562e+07		4.53532e+06		-8.10467e+06		3.04879e+06
98		-1.28667e+07		4.8402e+06		-3.69412e+06		1.38964e+06
98.1		-1.32361e+07		4.97916e+06		1.01292e+06		-381051
98.2		-1.31348e+07		4.94106e+06		5.85511e+06		-2.20258e+06
98.3		-1.25493e+07		4.7208e+06		1.06602e+07		-4.01016e+06
98.4		-1.14833e+07		4.31978e+06		1.52512e+07		-5.73718e+06
98.5		-9.95817e+06		3.74606e+06		1.94521e+07		-7.31748e+06
98.6		-8.01295e+06		3.01432e+06		2.30951e+07		-8.6879e+06
98.7		-5.70344e+06		2.14552e+06		2.60265e+07		-9.79063e+06
98.8		-3.10079e+06		1.16646e+06		2.8113e+07		-1.05755e+07
98.9		-289487		108909		2.92474e+07		-1.10023e+07
99		2.63525e+06		-991316		2.93533e+07		-1.10421e+07
99.1		5.57058e+06		-2.09553e+06		2.83892e+07		-1.06794e+07
99.2		8.4095e+06		-3.16347e+06		2.63513e+07		-9.91283e+06
99.3		1.10446e+07		-4.15475e+06		2.32749e+07		-8.75553e+06
99.4		1.33721e+07		-5.0303e+06		1.92344e+07		-7.23559e+06
99.5		1.52956e+07		-5.75386e+06		1.43425e+07		-5.39535e+06
99.6		1.67298e+07		-6.2934e+06		8.74687e+06		-3.2904e+06
99.7		1.76045e+07		-6.62244e+06		2.62659e+06		-988081
99.8		1.78672e+07		-6.72125e+06		-3.81369e+06		1.43461e+06
99.9		1.74858e+07		-6.57778e+06		-1.03501e+07		3.89345e+06
100		1.64508e+07		-6.18844e+06		-1.67469e+07		6.29981e+06
