#DATOS PARA h=0.1
t		Y1		Y2		V1		V2
53.3		2.48693		4.0472		-0.171575		0.78408
53.4		2.46788		4.11781		-0.19996		0.623275
53.5		2.4469		4.17188		-0.211256		0.454166
53.6		2.42557		4.20868		-0.208103		0.278341
53.7		2.40521		4.22759		-0.1937		0.0975985
53.8		2.38675		4.22824		-0.171674		-0.0860968
53.9		2.37078		4.21043		-0.145935		-0.270674
54		2.35746		4.17416		-0.120523		-0.454015
54.1		2.34657		4.11967		-0.0994494		-0.634017
54.2		2.33748		4.04741		-0.0865346		-0.808654
54.3		2.32918		3.95799		-0.0852594		-0.976037
54.4		2.32035		3.85224		-0.0986253		-1.13446
54.5		2.30939		3.73114		-0.129033		-1.28247
54.6		2.29449		3.59578		-0.178186		-1.41888
54.7		2.27372		3.44739		-0.247013		-1.54281
54.8		2.24507		3.28724		-0.335629		-1.6537
54.9		2.2066		3.11666		-0.44332		-1.75132
55		2.15644		2.93698		-0.568559		-1.83579
55.1		2.09293		2.74949		-0.709054		-1.90751
55.2		2.01469		2.55546		-0.861827		-1.96717
55.3		1.92065		2.35604		-1.02331		-2.01572
55.4		1.81012		2.15229		-1.18949		-2.0543
55.5		1.68286		1.94515		-1.35601		-2.08419
55.6		1.53903		1.73542		-1.51836		-2.10678
55.7		1.37929		1.52376		-1.67203		-2.12348
55.8		1.20474		1.31069		-1.81266		-2.13566
55.9		1.01687		1.09659		-1.93621		-2.14465
56		0.817588		0.88173		-2.03909		-2.15158
56.1		0.60913		0.666252		-2.1183		-2.15743
56.2		0.393993		0.450224		-2.17155		-2.16294
56.3		0.174868		0.233648		-2.19731		-2.16861
56.4		-0.0454421		0.0164931		-2.1949		-2.17463
56.5		-0.264106		-0.20128		-2.16448		-2.18093
56.6		-0.478354		-0.419687		-2.10709		-2.18713
56.7		-0.68556		-0.638693		-2.02456		-2.19259
56.8		-0.883321		-0.858186		-1.91948		-2.19644
56.9		-1.06953		-1.07796		-1.79509		-2.19757
57		-1.24243		-1.29767		-1.65518		-2.19471
57.1		-1.40066		-1.51687		-1.50392		-2.18649
57.2		-1.54332		-1.73493		-1.34575		-2.17146
57.3		-1.66992		-1.95112		-1.18518		-2.14817
57.4		-1.78047		-2.16453		-1.02667		-2.11523
57.5		-1.87536		-2.37414		-0.874428		-2.07138
57.6		-1.95545		-2.57878		-0.732301		-2.01552
57.7		-2.02191		-2.77722		-0.603603		-1.94677
57.8		-2.07625		-2.96812		-0.491022		-1.86453
57.9		-2.12017		-3.15011		-0.396519		-1.76847
58		-2.15559		-3.32181		-0.321262		-1.65862
58.1		-2.18445		-3.48184		-0.265596		-1.53531
58.2		-2.2087		-3.62888		-0.229034		-1.39922
58.3		-2.23023		-3.7617		-0.210284		-1.25135
58.4		-2.25072		-3.87918		-0.207309		-1.093
58.5		-2.27163		-3.98034		-0.217404		-0.925726
58.6		-2.29413		-4.06437		-0.237312		-0.751314
58.7		-2.31901		-4.13065		-0.263353		-0.57172
58.8		-2.3467		-4.17876		-0.291566		-0.389014
58.9		-2.37722		-4.2085		-0.317869		-0.205321
59		-2.41018		-4.21988		-0.338219		-0.0227556
59.1		-2.44477		-4.21311		-0.348771		0.156637
59.2		-2.47984		-4.1886		-0.346032		0.330944
59.3		-2.5139		-4.14696		-0.326999		0.498435
59.4		-2.54517		-4.08895		-0.289282		0.657615
59.5		-2.5717		-4.01547		-0.231204		0.807259
59.6		-2.59138		-3.92753		-0.15187		0.946444
59.7		-2.60206		-3.8262		-0.0512137		1.07457
59.8		-2.60163		-3.71263		0.0699905		1.19135
59.9		-2.5881		-3.58794		0.210145		1.29684
60		-2.55965		-3.45325		0.366881		1.39139
60.1		-2.51479		-3.30965		0.537129		1.47563
60.2		-2.45231		-3.15811		0.717232		1.55043
60.3		-2.37144		-2.99954		0.903065		1.61684
60.4		-2.27181		-2.83471		1.09018		1.67608
60.5		-2.15351		-2.66429		1.27396		1.72944
60.6		-2.01713		-2.48879		1.44979		1.77824
60.7		-1.86367		-2.30861		1.6132		1.82377
60.8		-1.6946		-2.12401		1.76005		1.86721
60.9		-1.51176		-1.93514		1.88667		1.90961
61		-1.31735		-1.74206		1.98995		1.95184
61.1		-1.11383		-1.54475		2.06753		1.9945
61.2		-0.90389		-1.34315		2.11778		2.03796
61.3		-0.690306		-1.13716		2.13996		2.08228
61.4		-0.475905		-0.926696		2.13417		2.12725
61.5		-0.263457		-0.711717		2.10137		2.17237
61.6		-0.0555958		-0.492239		2.04335		2.21684
61.7		0.145266		-0.268372		1.96263		2.25964
61.8		0.337002		-0.0403398		1.86242		2.29951
61.9		0.517836		0.191498		1.74644		2.33506
62		0.686388		0.426636		1.61884		2.36475
62.1		0.841709		0.66441		1.48399		2.387
62.2		0.983297		0.903997		1.34638		2.40021
62.3		1.1111		1.14441		1.2104		2.40287
62.4		1.22548		1.38454		1.08021		2.39358
62.5		1.32724		1.6231		0.959599		2.37111
62.6		1.41749		1.85873		0.851824		2.33446
62.7		1.49767		2.08997		0.759504		2.28293
62.8		1.56945		2.3153		0.68453		2.21608
62.9		1.63462		2.53318		0.627997		2.13384
63		1.69506		2.74207		0.59017		2.03645
63.1		1.75265		2.94048		0.57048		1.92452
63.2		1.80913		3.12699		0.567553		1.79897
63.3		1.86611		3.3003		0.579265		1.66102
63.4		1.92493		3.45923		0.602829		1.51219
63.5		1.9866		3.60278		0.634906		1.35422
63.6		2.05182		3.73012		0.671738		1.189
63.7		2.12085		3.84063		0.709291		1.01859
63.8		2.19358		3.93389		0.743418		0.845062
63.9		2.26943		4.00969		0.770019		0.670522
64		2.34748		4.06805		0.785202		0.496994
64.1		2.42638		4.10914		0.785437		0.326378
64.2		2.50449		4.13337		0.767696		0.160398
64.3		2.57986		4.14126		0.729577		0.000546503
64.4		2.65035		4.13351		0.669402		-0.151949
64.5		2.7137		4.1109		0.58629		-0.296158
64.6		2.7676		4.0743		0.4802		-0.431465
64.7		2.80975		4.02462		0.351944		-0.557576
64.8		2.83802		3.96278		0.203167		-0.674515
64.9		2.85044		3.88971		0.0362997		-0.782603
65		2.84535		3.80625		-0.145525		-0.882436
65.1		2.82142		3.7132		-0.338574		-0.974842
65.2		2.77773		3.61126		-0.53864		-1.06084
65.3		2.7138		3.50101		-0.741191		-1.14158
65.4		2.62961		3.38292		-0.941525		-1.2183
65.5		2.52561		3.25732		-1.13493		-1.29225
65.6		2.40274		3.12444		-1.31687		-1.36463
65.7		2.26235		2.98436		-1.4831		-1.43656
65.8		2.10621		2.8371		-1.62987		-1.509
65.9		1.93646		2.68254		-1.75399		-1.58269
66		1.75548		2.52054		-1.85302		-1.65815
66.1		1.5659		2.3509		-1.92529		-1.73563
66.2		1.37046		2.17342		-1.96996		-1.81508
66.3		1.17192		1.98789		-1.98708		-1.89615
66.4		0.973029		1.7942		-1.97756		-1.9782
66.5		0.776377		1.59227		-1.94313		-2.06032
66.6		0.584351		1.38216		-1.88628		-2.14132
66.7		0.399051		1.16404		-1.81015		-2.21983
66.8		0.222236		0.93823		-1.71843		-2.29428
66.9		0.0552693		0.705223		-1.61521		-2.363
67		-0.10091		0.465673		-1.50482		-2.42425
67.1		-0.245804		0.220415		-1.3917		-2.47632
67.2		-0.379358		-0.0295479		-1.28018		-2.51751
67.3		-0.501943		-0.283048		-1.17436		-2.54631
67.4		-0.614327		-0.538774		-1.07798		-2.56134
67.5		-0.717625		-0.795285		-0.994209		-2.56148
67.6		-0.81324		-1.05104		-0.925596		-2.54587
67.7		-0.902797		-1.30444		-0.873949		-2.51399
67.8		-0.988064		-1.55383		-0.840276		-2.46563
67.9		-1.07087		-1.79757		-0.824748		-2.40092
68		-1.15301		-2.03403		-0.826699		-2.32037
68.1		-1.23618		-2.26166		-0.844654		-2.2248
68.2		-1.32189		-2.47901		-0.876388		-2.11535
68.3		-1.41139		-2.68476		-0.91901		-1.99345
68.4		-1.50562		-2.87774		-0.969083		-1.86074
68.5		-1.60512		-3.05695		-1.02275		-1.71907
68.6		-1.71007		-3.2216		-1.07588		-1.5704
68.7		-1.82019		-3.37108		-1.12424		-1.41678
68.8		-1.93481		-3.50501		-1.16366		-1.26022
68.9		-2.05282		-3.62318		-1.19016		-1.10272
69		-2.17275		-3.7256		-1.20017		-0.946124
69.1		-2.29277		-3.81245		-1.1906		-0.79211
69.2		-2.4108		-3.88406		-1.15902		-0.642135
69.3		-2.52453		-3.94091		-1.10372		-0.497393
69.4		-2.63151		-3.98356		-1.02382		-0.358787
69.5		-2.72928		-4.01268		-0.919269		-0.226907
69.6		-2.81538		-4.02896		-0.790901		-0.102029
69.7		-2.88749		-4.03309		-0.640384		0.0158847
69.8		-2.94351		-4.02577		-0.470183		0.127163
69.9		-2.9816		-4.00765		-0.283476		0.232403
70		-3.00029		-3.97928		-0.0840498		0.332429
70.1		-2.99851		-3.94114		0.123833		0.428245
70.2		-2.97563		-3.8936		0.335575		0.520987
70.3		-2.93151		-3.83691		0.546409		0.611856
70.4		-2.86647		-3.7712		0.75156		0.70207
70.5		-2.78131		-3.69647		0.94641		0.79279
70.6		-2.6773		-3.61261		1.12666		0.885074
70.7		-2.55608		-3.51943		1.28849		0.979814
70.8		-2.41969		-3.41663		1.42866		1.07769
70.9		-2.27042		-3.30388		1.54465		1.17914
71		-2.11081		-3.1808		1.63475		1.28431
71.1		-1.9435		-3.04702		1.69807		1.39307
71.2		-1.7712		-2.90219		1.73461		1.50494
71.3		-1.59657		-2.74604		1.74524		1.61919
71.4		-1.42213		-2.57838		1.73164		1.73477
71.5		-1.25019		-2.39912		1.69627		1.85038
71.6		-1.0828		-2.20834		1.64222		1.9645
71.7		-0.921662		-2.00626		1.57316		2.07544
71.8		-0.768075		-1.79329		1.49313		2.18139
71.9		-0.622933		-1.57003		1.40642		2.28047
72		-0.486685		-1.33724		1.3174		2.37081
72.1		-0.359346		-1.09591		1.23037		2.4506
72.2		-0.240508		-0.847168		1.14938		2.51815
72.3		-0.129375		-0.592319		1.07807		2.57197
72.4		-0.0248106		-0.332807		1.01956		2.6108
72.5		0.0746053		-0.0701872		0.976311		2.63364
72.6		0.170503		0.193901		0.950046		2.63983
72.7		0.264647		0.457767		0.941676		2.62905
72.8		0.35885		0.719706		0.95127		2.6013
72.9		0.454892		0.978032		0.978056		2.55696
73		0.554432		1.23111		1.02045		2.49675
73.1		0.658932		1.4774		1.0761		2.4217
73.2		0.769586		1.71548		1.14202		2.33313
73.3		0.887254		1.94407		1.21463		2.23258
73.4		1.01242		2.16204		1.28999		2.12181
73.5		1.14515		2.36847		1.36383		2.00269
73.6		1.28508		2.56263		1.43184		1.87716
73.7		1.43141		2.74395		1.48972		1.74718
73.8		1.58292		2.91211		1.53343		1.61464
73.9		1.738		3.06693		1.5593		1.48132
74		1.8947		3.20841		1.56418		1.34881
74.1		2.05077		3.33673		1.54559		1.21852
74.2		2.20376		3.45215		1.50176		1.09156
74.3		2.35109		3.55506		1.43179		0.96877
74.4		2.49011		3.64592		1.3356		0.850687
74.5		2.61822		3.72521		1.21401		0.737531
74.6		2.73294		3.79343		1.0687		0.629214
74.7		2.83201		3.85105		0.902142		0.525362
74.8		2.91344		3.89849		0.717538		0.425342
74.9		2.9756		3.9361		0.5187		0.328298
75		3.01728		3.96412		0.309929		0.233201
75.1		3.0377		3.98271		0.0958583		0.1389
75.2		3.03657		3.99188		-0.1187		0.0441836
75.3		3.01408		3.99152		-0.328925		-0.0521616
75.4		2.9709		3.98141		-0.530156		-0.151289
75.5		2.90816		3.96123		-0.71805		-0.254235
75.6		2.82739		3.93054		-0.888736		-0.361861
75.7		2.7305		3.88884		-1.03894		-0.474811
75.8		2.61968		3.83557		-1.16612		-0.593465
75.9		2.49733		3.77014		-1.2685		-0.717918
76		2.36601		3.69199		-1.34517		-0.847952
76.1		2.22831		3.60056		-1.39612		-0.983036
76.2		2.08677		3.4954		-1.42218		-1.12233
76.3		1.94384		3.37612		-1.425		-1.26469
76.4		1.80172		3.24249		-1.40702		-1.40872
76.5		1.66237		3.09442		-1.37132		-1.55279
76.6		1.52738		2.93198		-1.32153		-1.69508
76.7		1.39797		2.75544		-1.26166		-1.83368
76.8		1.27494		2.56529		-1.19596		-1.96656
76.9		1.15867		2.36218		-1.12879		-2.09175
77		1.04908		2.14699		-1.06438		-2.20728
77.1		0.94569		1.92077		-1.00672		-2.31136
77.2		0.847639		1.68476		-0.959421		-2.40234
77.3		0.753724		1.44034		-0.925508		-2.47884
77.4		0.662471		1.18902		-0.907373		-2.53974
77.5		0.5722		0.932417		-0.906648		-2.58423
77.6		0.481111		0.672193		-0.924147		-2.61186
77.7		0.387361		0.410051		-0.959838		-2.62253
77.8		0.289155		0.147684		-1.01284		-2.61649
77.9		0.184826		-0.113257		-1.08144		-2.59432
78		0.0729189		-0.371199		-1.16319		-2.55695
78.1		-0.0477416		-0.624673		-1.25495		-2.50557
78.2		-0.177986		-0.872346		-1.35304		-2.44162
78.3		-0.318254		-1.11304		-1.45338		-2.36674
78.4		-0.468557		-1.34574		-1.55159		-2.2827
78.5		-0.628462		-1.56962		-1.64323		-2.19133
78.6		-0.797092		-1.78405		-1.7239		-2.09447
78.7		-0.973136		-1.98856		-1.78945		-1.99392
78.8		-1.15488		-2.18287		-1.83611		-1.89136
78.9		-1.34027		-2.36687		-1.86065		-1.78828
79		-1.52694		-2.54057		-1.86051		-1.68598
79.1		-1.71232		-2.7041		-1.83387		-1.58549
79.2		-1.89368		-2.85769		-1.77976		-1.48756
79.3		-2.06826		-3.00162		-1.69807		-1.39262
79.4		-2.23331		-3.13622		-1.58959		-1.30081
79.5		-2.38621		-3.26178		-1.45597		-1.21196
79.6		-2.52455		-3.3786		-1.29969		-1.12562
79.7		-2.64622		-3.48689		-1.12393		-1.04109
79.8		-2.74943		-3.5868		-0.932525		-0.957436
79.9		-2.83282		-3.67836		-0.729777		-0.873574
80		-2.89549		-3.76149		-0.52034		-0.788302
80.1		-2.93701		-3.83599		-0.309045		-0.700363
80.2		-2.95742		-3.90153		-0.100733		-0.608508
80.3		-2.95727		-3.95766		0.0999126		-0.511559
80.4		-2.93755		-4.00381		0.288529		-0.408463
80.5		-2.89967		-4.03933		0.461225		-0.298352
80.6		-2.84539		-4.06346		0.614715		-0.180588
80.7		-2.7768		-4.07543		0.746426		-0.0548044
80.8		-2.69616		-4.07442		0.854589		0.0790652
80.9		-2.60591		-4.05962		0.938287		0.220768
81		-2.50852		-4.03028		0.997485		0.369727
81.1		-2.40641		-3.98569		1.03301		0.525042
81.2		-2.30188		-3.92529		1.04654		0.68551
81.3		-2.19705		-3.84863		1.04048		0.849657
81.4		-2.09372		-3.7554		1.01791		1.01577
81.5		-1.99338		-3.64552		0.982449		1.18195
81.6		-1.89714		-3.51906		0.938103		1.34616
81.7		-1.80566		-3.37634		0.889115		1.50632
81.8		-1.71921		-3.21785		0.839798		1.6603
81.9		-1.63759		-3.04433		0.794367		1.80606
82		-1.56023		-2.85669		0.756775		1.94167
82.1		-1.48615		-2.65604		0.730562		2.0654
82.2		-1.41404		-2.44365		0.718713		2.17571
82.3		-1.34234		-2.22093		0.723543		2.27139
82.4		-1.26928		-1.9894		0.746603		2.35151
82.5		-1.19299		-1.75065		0.78862		2.41549
82.6		-1.11155		-1.50631		0.84946		2.46313
82.7		-1.02311		-1.25802		0.928132		2.49453
82.8		-0.92596		-1.0074		1.02282		2.51019
82.9		-0.818604		-0.755969		1.13093		2.5109
83		-0.699846		-0.505193		1.24923		2.49774
83.1		-0.568847		-0.256392		1.37389		2.47203
83.2		-0.425169		-0.010752		1.50069		2.43529
83.3		-0.268816		0.230705		1.62516		2.38918
83.4		-0.100249		0.467125		1.74271		2.3354
83.5		0.0796131		0.697829		1.84882		2.2757
83.6		0.269407		0.922308		1.93924		2.21175
83.7		0.46736		1.14022		2.01009		2.14509
83.8		0.671335		1.35136		2.05803		2.07713
83.9		0.878893		1.55568		2.08043		2.00904
84		1.08736		1.7532		2.07537		1.94171
84.1		1.29393		1.94404		2.04183		1.8758
84.2		1.49572		2.12837		1.97965		1.81162
84.3		1.68987		2.30637		1.88955		1.74919
84.4		1.87366		2.4782		1.77317		1.68825
84.5		2.04455		2.64401		1.63293		1.62822
84.6		2.20031		2.80383		1.47202		1.56829
84.7		2.33904		2.95764		1.29424		1.50746
84.8		2.45926		3.10529		1.10389		1.44454
84.9		2.55993		3.24652		0.905619		1.37823
85		2.6405		3.38091		0.704255		1.30721
85.1		2.7009		3.50793		0.504637		1.23015
85.2		2.74155		3.62691		0.311448		1.14582
85.3		2.7633		3.73706		0.129046		1.05311
85.4		2.76746		3.8375		-0.0386804		0.951118
85.5		2.75566		3.92727		-0.188452		0.839165
85.6		2.72984		4.00532		-0.317709		0.716866
85.7		2.69217		4.07063		-0.424691		0.584144
85.8		2.64494		4.12216		-0.508499		0.441254
85.9		2.59048		4.1589		-0.569114		0.288783
86		2.5311		4.17993		-0.607388		0.127652
86.1		2.46897		4.18445		-0.625003		-0.0409062
86.2		2.40605		4.17178		-0.624398		-0.215375
86.3		2.34402		4.14142		-0.608669		-0.393993
86.4		2.28423		4.09303		-0.581445		-0.574806
86.5		2.22764		4.02651		-0.546742		-0.755719
86.6		2.17478		3.94194		-0.508807		-0.934561
86.7		2.12577		3.83965		-0.471947		-1.10915
86.8		2.08029		3.72017		-0.440366		-1.27735
86.9		2.0376		3.58423		-0.417995		-1.43715
87		1.9966		3.43278		-0.408339		-1.58672
87.1		1.95585		3.26693		-0.41434		-1.72445
87.2		1.91366		3.08793		-0.438256		-1.849
87.3		1.86815		2.89716		-0.481573		-1.95938
87.4		1.81732		2.69607		-0.544937		-2.05489
87.5		1.75916		2.48619		-0.628128		-2.13521
87.6		1.69172		2.26904		-0.730053		-2.20038
87.7		1.61319		2.04611		-0.848789		-2.25076
87.8		1.52201		1.81887		-0.981639		-2.28704
87.9		1.41694		1.58868		-1.12523		-2.3102
88		1.29706		1.3568		-1.27563		-2.32145
88.1		1.16191		1.12436		-1.42848		-2.3222
88.2		1.01147		0.892326		-1.57918		-2.31397
88.3		0.846192		0.661525		-1.72303		-2.29838
88.4		0.666985		0.43261		-1.85539		-2.27704
88.5		0.475227		0.206077		-1.97187		-2.2515
88.6		0.272715		-0.0177264		-2.06849		-2.22318
88.7		0.0616194		-0.238592		-2.14184		-2.19336
88.8		-0.155576		-0.456428		-2.18914		-2.16309
88.9		-0.37615		-0.671232		-2.20843		-2.13313
89		-0.597225		-0.88307		-2.19859		-2.104
89.1		-0.815852		-1.09204		-2.15939		-2.07589
89.2		-1.02911		-1.29825		-2.09152		-2.04869
89.3		-1.23418		-1.50177		-1.99653		-2.02199
89.4		-1.42846		-1.70263		-1.87683		-1.9951
89.5		-1.60962		-1.90077		-1.73556		-1.96709
89.6		-1.77566		-2.09602		-1.57648		-1.93682
89.7		-1.92502		-2.2881		-1.40389		-1.90298
89.8		-2.05655		-2.47659		-1.2224		-1.86418
89.9		-2.16961		-2.66091		-1.03681		-1.81896
90		-2.26403		-2.84035		-0.851948		-1.76592
90.1		-2.34012		-3.01406		-0.672472		-1.70372
90.2		-2.39864		-3.18106		-0.502717		-1.63117
90.3		-2.44076		-3.34026		-0.346543		-1.54729
90.4		-2.46803		-3.4905		-0.207201		-1.45134
90.5		-2.48228		-3.63052		-0.0872183		-1.34287
90.6		-2.48553		-3.75906		0.011682		-1.22177
90.7		-2.47997		-3.87487		0.0886394		-1.08825
90.8		-2.46781		-3.97672		0.143676		-0.942871
90.9		-2.45122		-4.06346		0.177689		-0.786547
91		-2.43224		-4.13406		0.192402		-0.620502
91.1		-2.41269		-4.1876		0.190299		-0.446256
91.2		-2.39411		-4.22335		0.174517		-0.265582
91.3		-2.3777		-4.24076		0.148723		-0.0804582
91.4		-2.36427		-4.23949		0.116966		0.106994
91.5		-2.35421		-4.21942		0.0835181		0.294565
91.6		-2.34746		-4.18063		0.0527069		0.480031
91.7		-2.34356		-4.12346		0.0287442		0.661212
91.8		-2.34161		-4.04844		0.0155601		0.83604
91.9		-2.34036		-3.95631		0.016648		1.00262
92		-2.3382		-3.84796		0.0349244		1.15929
92.1		-2.33331		-3.72449		0.0726115		1.30464
92.2		-2.32364		-3.58707		0.131145		1.4376
92.3		-2.30705		-3.43699		0.211111		1.55741
92.4		-2.28141		-3.2756		0.312214		1.66367
92.5		-2.24463		-3.10426		0.433282		1.75633
92.6		-2.19479		-2.92433		0.572293		1.83568
92.7		-2.13023		-2.73711		0.726452		1.90232
92.8		-2.04958		-2.54385		0.892275		1.95713
92.9		-1.95187		-2.34566		1.06572		2.00123
93		-1.83654		-2.14357		1.24231		2.03593
93.1		-1.70352		-1.93844		1.41733		2.06267
93.2		-1.5532		-1.731		1.58595		2.08293
93.3		-1.38645		-1.52182		1.74342		2.09823
93.4		-1.20463		-1.31132		1.88524		2.10999
93.5		-1.00951		-1.09979		2.00733		2.11953
93.6		-0.803256		-0.887384		2.10616		2.128
93.7		-0.588356		-0.674163		2.17887		2.13631
93.8		-0.367543		-0.460104		2.22341		2.1451
93.9		-0.143715		-0.245131		2.23857		2.15475
94		0.080153		-0.0291493		2.22406		2.16531
94.1		0.301102		0.187928		2.1805		2.17653
94.2		0.51628		0.406147		2.1094		2.18787
94.3		0.723029		0.625485		2.01309		2.19849
94.4		0.918965		0.845821		1.89468		2.20732
94.5		1.10205		1.06692		1.7579		2.21307
94.6		1.27065		1.2884		1.607		2.21431
94.7		1.42356		1.50974		1.44654		2.20949
94.8		1.56007		1.73026		1.28131		2.19706
94.9		1.67994		1.94912		1.11609		2.17546
95		1.78341		2.16532		0.955501		2.14325
95.1		1.87115		2.37773		0.803831		2.09912
95.2		1.94427		2.58511		0.664899		2.04198
95.3		2.00422		2.78611		0.541906		1.97101
95.4		2.05272		2.9793		0.437327		1.88568
95.5		2.09173		3.16323		0.352827		1.78578
95.6		2.12332		3.33645		0.289205		1.67147
95.7		2.14958		3.49753		0.246376		1.54324
95.8		2.17258		3.64512		0.223377		1.40196
95.9		2.19422		3.77795		0.218415		1.24882
96		2.21621		3.89491		0.22894		1.08529
96.1		2.23994		3.99505		0.25175		0.913138
96.2		2.26647		4.07759		0.283115		0.734321
96.3		2.29647		4.14196		0.318929		0.550953
96.4		2.33015		4.18783		0.35487		0.365243
96.5		2.36733		4.21507		0.386567		0.179424
96.6		2.40736		4.22377		0.409775		-0.0043143
96.7		2.44919		4.21426		0.420543		-0.183885
96.8		2.49138		4.18704		0.415365		-0.35737
96.9		2.53218		4.14283		0.391327		-0.523073
97		2.56958		4.08247		0.346221		-0.679566
97.1		2.60138		4.00695		0.278639		-0.825726
97.2		2.62528		3.91735		0.188037		-0.960761
97.3		2.63899		3.81481		0.0747599		-1.08422
97.4		2.64026		3.70051		-0.0599521		-1.19601
97.5		2.62704		3.57561		-0.214006		-1.29636
97.6		2.59752		3.44123		-0.384518		-1.3858
97.7		2.55021		3.29843		-0.567916		-1.46517
97.8		2.48403		3.14817		-0.760057		-1.5355
97.9		2.39831		2.9913		-0.95637		-1.59804
98		2.29287		2.82853		-1.15202		-1.65413
98.1		2.16803		2.66044		-1.34208		-1.70518
98.2		2.02458		2.48746		-1.5217		-1.75261
98.3		1.8638		2.30989		-1.68628		-1.79774
98.4		1.68743		2.12788		-1.83163		-1.8418
98.5		1.49757		1.9415		-1.95412		-1.88579
98.6		1.29669		1.7507		-2.05082		-1.93052
98.7		1.08747		1.55538		-2.11958		-1.97653
98.8		0.872812		1.35539		-2.15913		-2.02403
98.9		0.655667		1.15057		-2.16911		-2.07297
99		0.438988		0.940798		-2.15006		-2.12294
99.1		0.22563		0.725996		-2.10344		-2.17325
99.2		0.0182535		0.506169		-2.03154		-2.22294
99.3		-0.180746		0.281435		-1.93742		-2.27078
99.4		-0.369314		0.0520466		-1.82475		-2.31533
99.5		-0.545794		-0.181593		-1.69774		-2.35501
99.6		-0.70897		-0.418915		-1.56092		-2.38814
99.7		-0.858093		-0.659179		-1.41902		-2.41301
99.8		-0.992891		-0.901475		-1.27678		-2.42793
99.9		-1.11356		-1.14473		-1.13876		-2.43132
100		-1.22075		-1.3877		-1.00921		-2.42174
