#DATOS PARA h=0.1
t		Y1		Y2		V1		V2
53.5		2.61284		4.09329		-0.322517		0.548592
53.6		2.57753		4.1406		-0.38053		0.396337
53.7		2.53734		4.17229		-0.420248		0.236336
53.8		2.49404		4.18765		-0.443275		0.0697885
53.9		2.44917		4.18608		-0.451827		-0.101873
54		2.40406		4.16716		-0.448641		-0.277022
54.1		2.35973		4.13062		-0.436869		-0.453878
54.2		2.31686		4.07639		-0.419945		-0.630559
54.3		2.27579		4.00458		-0.401459		-0.805135
54.4		2.2365		3.91549		-0.385009		-0.975679
54.5		2.19861		3.80964		-0.37406		-1.14033
54.6		2.1614		3.68768		-0.371811		-1.29732
54.7		2.12386		3.55048		-0.381069		-1.44509
54.8		2.08472		3.39902		-0.404134		-1.58223
54.9		2.04252		3.23443		-0.442707		-1.70761
55		1.99563		3.05792		-0.497821		-1.82037
55.1		1.94239		2.8708		-0.569796		-1.91992
55.2		1.88112		2.67439		-0.658214		-2.00601
55.3		1.81023		2.47004		-0.761932		-2.07863
55.4		1.72828		2.2591		-0.879115		-2.13812
55.5		1.63404		2.04284		-1.0073		-2.18503
55.6		1.52656		1.82249		-1.14346		-2.22018
55.7		1.4052		1.59916		-1.28414		-2.24458
55.8		1.2697		1.37389		-1.42557		-2.25938
55.9		1.12019		1.14756		-1.56376		-2.26585
56		0.957193		0.920953		-1.6947		-2.2653
56.1		0.781626		0.694694		-1.81446		-2.25904
56.2		0.594797		0.469294		-1.91935		-2.24832
56.3		0.398364		0.245139		-2.00605		-2.2343
56.4		0.19429		0.0225099		-2.07171		-2.21798
56.5		-0.0152014		-0.198408		-2.1141		-2.20018
56.6		-0.227699		-0.417498		-2.13163		-2.1815
56.7		-0.440668		-0.634692		-2.12345		-2.1623
56.8		-0.651526		-0.849945		-2.08947		-2.14269
56.9		-0.857721		-1.06321		-2.03036		-2.12253
57		-1.05681		-1.27442		-1.94755		-2.10142
57.1		-1.24651		-1.48345		-1.84314		-2.07876
57.2		-1.4248		-1.69009		-1.71986		-2.05373
57.3		-1.58996		-1.89408		-1.58095		-2.02536
57.4		-1.74059		-2.09502		-1.43009		-1.99253
57.5		-1.87571		-2.2924		-1.2712		-1.95407
57.6		-1.9947		-2.4856		-1.10837		-1.90879
57.7		-2.09739		-2.67389		-0.945688		-1.85551
57.8		-2.18398		-2.8564		-0.787079		-1.79314
57.9		-2.25506		-3.03218		-0.636204		-1.72073
58		-2.31158		-3.20019		-0.496312		-1.63749
58.1		-2.35478		-3.3593		-0.370135		-1.54286
58.2		-2.38614		-3.50837		-0.259797		-1.43653
58.3		-2.40732		-3.64621		-0.166744		-1.31845
58.4		-2.42009		-3.77167		-0.0916989		-1.18888
58.5		-2.42626		-3.88363		-0.0346467		-1.04836
58.6		-2.4276		-3.98101		0.005157		-0.897733
58.7		-2.42576		-4.06287		0.0291488		-0.738094
58.8		-2.42223		-4.12837		0.0393956		-0.570801
58.9		-2.41825		-4.17683		0.0385085		-0.39742
59		-2.4148		-4.20771		0.0295382		-0.21969
59.1		-2.4125		-4.22068		0.0158528		-0.0394743
59.2		-2.41167		-4.21559		0.00100484		0.141293
59.3		-2.41222		-4.19247		-0.0114088		0.320661
59.4		-2.41375		-4.15157		-0.0178883		0.496716
59.5		-2.41549		-4.0933		-0.0151694		0.667637
59.6		-2.41638		-4.01827		-0.000352176		0.831746
59.7		-2.41508		-3.92723		0.0289823		0.987553
59.8		-2.41004		-3.82108		0.0746743		1.1338
59.9		-2.39956		-3.70082		0.137908		1.26947
60		-2.38185		-3.56756		0.219157		1.39386
60.1		-2.35513		-3.42244		0.318163		1.50652
60.2		-2.31766		-3.26665		0.433928		1.60732
60.3		-2.26784		-3.10137		0.564748		1.69641
60.4		-2.20428		-2.92775		0.708264		1.77421
60.5		-2.12586		-2.74688		0.86154		1.84136
60.6		-2.03176		-2.5598		1.02116		1.89873
60.7		-1.92154		-2.36743		1.18336		1.94733
60.8		-1.79514		-2.17059		1.34413		1.9883
60.9		-1.6529		-1.96998		1.49937		2.02282
61		-1.49558		-1.7662		1.64505		2.05211
61.1		-1.32434		-1.5597		1.77731		2.07732
61.2		-1.14069		-1.35083		1.89265		2.09952
61.3		-0.946476		-1.13986		1.988		2.11963
61.4		-0.743838		-0.926951		2.06085		2.13841
61.5		-0.53512		-0.712205		2.10936		2.1564
61.6		-0.322817		-0.495687		2.1324		2.17389
61.7		-0.109505		-0.277441		2.12956		2.19095
61.8		0.102244		-0.0575178		2.10125		2.20737
61.9		0.309931		0.163998		2.04859		2.22271
62		0.511209		0.386967		1.97342		2.23629
62.1		0.703945		0.611169		1.87823		2.24723
62.2		0.886287		0.836291		1.76605		2.25447
62.3		1.05671		1.0619		1.64038		2.25682
62.4		1.21404		1.28745		1.50501		2.253
62.5		1.35752		1.51225		1.36391		2.2417
62.6		1.48676		1.7355		1.22112		2.22163
62.7		1.60181		1.95624		1.08055		2.19156
62.8		1.70307		2.17344		0.945892		2.1504
62.9		1.7913		2.38592		0.820445		2.09721
63		1.86756		2.59245		0.707036		2.03127
63.1		1.93319		2.79173		0.607908		1.95212
63.2		1.98968		2.98243		0.524645		1.85954
63.3		2.03867		3.1632		0.458123		1.75365
63.4		2.08187		3.33273		0.408485		1.63482
63.5		2.12092		3.48975		0.375142		1.50375
63.6		2.1574		3.6331		0.356806		1.36142
63.7		2.19272		3.7617		0.351543		1.20907
63.8		2.22806		3.87463		0.356853		1.04815
63.9		2.26434		3.9711		0.369771		0.880334
64		2.30216		4.05053		0.386983		0.70742
64.1		2.34176		4.11248		0.404958		0.531304
64.2		2.38305		4.15674		0.420088		0.353924
64.3		2.42557		4.18329		0.428827		0.177199
64.4		2.46849		4.19227		0.427829		0.00298024
64.5		2.51071		4.18402		0.414087		-0.167004
64.6		2.5508		4.15906		0.385047		-0.331195
64.7		2.58714		4.11802		0.338714		-0.488245
64.8		2.61792		4.06169		0.273734		-0.637047
64.9		2.64124		3.99092		0.189456		-0.776765
65		2.65517		3.90666		0.0859631		-0.906846
65.1		2.65782		3.80988		-0.0359172		-1.02702
65.2		2.64742		3.70158		-0.174636		-1.13731
65.3		2.6224		3.58274		-0.327967		-1.23799
65.4		2.58143		3.45429		-0.493081		-1.32959
65.5		2.5235		3.3171		-0.666637		-1.41284
65.6		2.44795		3.17197		-0.844895		-1.48863
65.7		2.3545		3.01959		-1.02385		-1.558
65.8		2.24329		2.86055		-1.19935		-1.62202
65.9		2.11488		2.69532		-1.36727		-1.68182
66		1.97023		2.52429		-1.52363		-1.73846
66.1		1.81067		2.3477		-1.66473		-1.79294
66.2		1.6379		2.16574		-1.78732		-1.84613
66.3		1.45391		1.9785		-1.88865		-1.89871
66.4		1.26095		1.786		-1.9666		-1.95117
66.5		1.06142		1.58826		-2.01976		-2.00376
66.6		0.857849		1.38525		-2.04746		-2.0565
66.7		0.652778		1.17696		-2.04979		-2.10912
66.8		0.44871		0.963443		-2.0276		-2.16113
66.9		0.248025		0.744782		-1.98245		-2.21178
67		0.0529111		0.521163		-1.91659		-2.26013
67.1		-0.134695		0.292871		-1.83282		-2.30502
67.2		-0.313165		0.0603155		-1.73443		-2.34519
67.3		-0.481215		-0.175963		-1.62507		-2.37925
67.4		-0.637942		-0.415283		-1.50861		-2.40576
67.5		-0.782831		-0.656817		-1.38897		-2.42331
67.6		-0.915761		-0.8996		-1.27007		-2.43052
67.7		-1.03699		-1.14253		-1.15556		-2.42614
67.8		-1.14713		-1.38441		-1.04881		-2.40908
67.9		-1.24711		-1.6239		-0.952703		-2.37843
68		-1.33811		-1.85962		-0.869586		-2.33355
68.1		-1.42152		-2.09012		-0.80116		-2.27405
68.2		-1.49887		-2.31393		-0.748433		-2.19985
68.3		-1.57174		-2.5296		-0.71169		-2.11116
68.4		-1.64172		-2.7357		-0.690481		-2.0085
68.5		-1.71032		-2.93086		-0.683651		-1.89268
68.6		-1.77887		-3.11383		-0.689383		-1.76479
68.7		-1.84853		-3.28346		-0.705277		-1.62617
68.8		-1.92017		-3.43876		-0.728438		-1.47835
68.9		-1.99436		-3.57888		-0.755596		-1.32305
69		-2.07131		-3.70318		-0.78323		-1.16207
69.1		-2.1509		-3.81117		-0.807706		-0.997304
69.2		-2.23262		-3.90258		-0.825417		-0.830639
69.3		-2.31564		-3.9773		-0.832928		-0.663914
69.4		-2.39876		-4.03542		-0.827105		-0.498866
69.5		-2.48052		-4.07718		-0.805245		-0.337084
69.6		-2.5592		-4.10299		-0.765179		-0.179965
69.7		-2.6329		-4.11337		-0.705365		-0.0286761
69.8		-2.69959		-4.10895		-0.624954		0.115869
69.9		-2.7572		-4.09044		-0.52383		0.253029
70		-2.80368		-4.0586		-0.402625		0.382444
70.1		-2.8371		-4.01421		-0.262707		0.504031
70.2		-2.85567		-3.95805		-0.106141		0.61797
70.3		-2.85786		-3.89086		0.0643782		0.724687
70.4		-2.84243		-3.81334		0.245611		0.824815
70.5		-2.8085		-3.72609		0.433884		0.919161
70.6		-2.75555		-3.62966		0.62521		1.00866
70.7		-2.6835		-3.52449		0.815429		1.09433
70.8		-2.59265		-3.41089		1.00034		1.17721
70.9		-2.48374		-3.28911		1.17587		1.25831
71		-2.35791		-3.15926		1.33818		1.33858
71.1		-2.21666		-3.02139		1.4838		1.41883
71.2		-2.06181		-2.87547		1.60979		1.49971
71.3		-1.89544		-2.72141		1.71379		1.58167
71.4		-1.71984		-2.55909		1.79412		1.66494
71.5		-1.53744		-2.38838		1.84982		1.74947
71.6		-1.35071		-2.20916		1.88071		1.83499
71.7		-1.1621		-2.02137		1.88735		1.92094
71.8		-0.974001		-1.82499		1.87105		2.00654
71.9		-0.788596		-1.62011		1.83378		2.09076
72		-0.60786		-1.40692		1.77812		2.1724
72.1		-0.433482		-1.18576		1.70717		2.25009
72.2		-0.26682		-0.957084		1.62441		2.32235
72.3		-0.10887		-0.72152		1.53356		2.38763
72.4		0.0397516		-0.479843		1.43849		2.44436
72.5		0.178816		-0.232982		1.34303		2.49105
72.6		0.308468		0.0179847		1.25084		2.52627
72.7		0.429207		0.271847		1.16531		2.54875
72.8		0.541851		0.527274		1.08937		2.55742
72.9		0.647484		0.782841		1.02546		2.55143
73		0.747404		1.03705		0.975369		2.5302
73.1		0.843058		1.28836		0.94024		2.49345
73.2		0.935966		1.53522		0.920477		2.4412
73.3		1.02766		1.7761		0.91576		2.37376
73.4		1.11959		2.00949		0.925055		2.29177
73.5		1.21308		2.23399		0.946653		2.19613
73.6		1.30925		2.4483		0.97824		2.08802
73.7		1.40897		2.65123		1.01699		1.96882
73.8		1.51278		2.84175		1.05965		1.84012
73.9		1.62091		3.01899		1.10272		1.70361
74		1.73322		3.18227		1.14252		1.56111
74.1		1.84918		3.33107		1.17537		1.41441
74.2		1.96794		3.46507		1.19773		1.26532
74.3		2.08827		3.58411		1.20635		1.11554
74.4		2.20865		3.68821		1.19833		0.966648
74.5		2.3273		3.77752		1.17133		0.82006
74.6		2.44223		3.85234		1.12361		0.676965
74.7		2.5513		3.91306		1.05408		0.538314
74.8		2.6523		3.96017		0.962412		0.404797
74.9		2.74305		3.99421		0.84902		0.276834
75		2.82142		4.01573		0.715062		0.15457
75.1		2.88544		4.02531		0.562413		0.037891
75.2		2.93336		4.02348		0.393603		-0.0735608
75.3		2.96372		4.01075		0.211738		-0.180356
75.4		2.97539		3.98754		0.0203938		-0.283241
75.5		2.96762		3.9542		-0.1765		-0.383098
75.6		2.94005		3.91099		-0.374797		-0.480891
75.7		2.89275		3.85806		-0.570271		-0.577622
75.8		2.82622		3.79547		-0.758762		-0.674274
75.9		2.74136		3.72318		-0.93632		-0.77176
76		2.63945		3.64106		-1.09933		-0.870879
76.1		2.52209		3.54893		-1.24465		-0.972265
76.2		2.39119		3.44652		-1.3697		-1.07636
76.3		2.24889		3.33356		-1.47256		-1.18336
76.4		2.09746		3.20975		-1.55201		-1.29323
76.5		1.93928		3.07482		-1.6076		-1.40567
76.6		1.77673		2.92855		-1.63962		-1.52011
76.7		1.61211		2.77076		-1.64911		-1.63572
76.8		1.4476		2.6014		-1.63781		-1.75145
76.9		1.28517		2.42051		-1.60807		-1.86602
77		1.12651		2.22828		-1.56277		-1.97801
77.1		0.973023		2.02505		-1.50524		-2.08584
77.2		0.825752		1.81131		-1.43906		-2.18786
77.3		0.685374		1.58773		-1.368		-2.28239
77.4		0.552189		1.35513		-1.29583		-2.36779
77.5		0.426124		1.11453		-1.2262		-2.44247
77.6		0.306752		0.867045		-1.16249		-2.50501
77.7		0.193327		0.61397		-1.10771		-2.55415
77.8		0.0848283		0.356698		-1.06434		-2.58884
77.9		-0.0199863		0.0967113		-1.03429		-2.60831
78		-0.122516		-0.164439		-1.01879		-2.61206
78.1		-0.22425		-0.42517		-1.01839		-2.59991
78.2		-0.326692		-0.683894		-1.03287		-2.57197
78.3		-0.431291		-0.93905		-1.06131		-2.52866
78.4		-0.539368		-1.18914		-1.10211		-2.4707
78.5		-0.652053		-1.43273		-1.15305		-2.39908
78.6		-0.770224		-1.66854		-1.21133		-2.31501
78.7		-0.894459		-1.89537		-1.27377		-2.21992
78.8		-1.025		-2.1122		-1.33682		-2.11537
78.9		-1.16172		-2.31818		-1.39678		-2.00304
79		-1.30413		-2.51261		-1.4499		-1.88465
79.1		-1.45135		-2.69497		-1.49253		-1.76191
79.2		-1.60217		-2.8649		-1.52125		-1.63647
79.3		-1.75503		-3.02222		-1.533		-1.50986
79.4		-1.90812		-3.16688		-1.52524		-1.38346
79.5		-2.05936		-3.29896		-1.49599		-1.25846
79.6		-2.20655		-3.41865		-1.44394		-1.13582
79.7		-2.34737		-3.52623		-1.36852		-1.01623
79.8		-2.47948		-3.62202		-1.26988		-0.900148
79.9		-2.6006		-3.70638		-1.14897		-0.78774
80		-2.70858		-3.77969		-1.00743		-0.678923
80.1		-2.80148		-3.84228		-0.847593		-0.573373
80.2		-2.87759		-3.89445		-0.672409		-0.47055
80.3		-2.93556		-3.93645		-0.485321		-0.369733
80.4		-2.97438		-3.96844		-0.290166		-0.270065
80.5		-2.99346		-3.99047		-0.0910424		-0.170595
80.6		-2.9926		-4.00253		0.107829		-0.0703294
80.7		-2.97204		-4.00448		0.302248		0.0317123
80.8		-2.93243		-3.9961		0.48818		0.13645
80.9		-2.87481		-3.97707		0.661891		0.244692
81		-2.80058		-3.94702		0.820072		0.357089
81.1		-2.71141		-3.9055		0.959953		0.474097
81.2		-2.60927		-3.85204		1.07939		0.595942
81.3		-2.49627		-3.78615		1.17694		0.722599
81.4		-2.37464		-3.70737		1.25189		0.853777
81.5		-2.24664		-3.61526		1.30428		0.988913
81.6		-2.11451		-3.50948		1.33491		1.12718
81.7		-1.98034		-3.38976		1.34528		1.26751
81.8		-1.84606		-3.25595		1.33751		1.4086
81.9		-1.71335		-3.10806		1.31431		1.54897
82		-1.5836		-2.94624		1.27882		1.68698
82.1		-1.45788		-2.7708		1.23449		1.8209
82.2		-1.33688		-2.58225		1.18501		1.94897
82.3		-1.22093		-2.38126		1.13407		2.06939
82.4		-1.10999		-2.16868		1.0853		2.18048
82.5		-1.00368		-1.94553		1.04211		2.28062
82.6		-0.901283		-1.71297		1.00752		2.3684
82.7		-0.801804		-1.47231		0.984103		2.44259
82.8		-0.704022		-1.22494		0.973856		2.50222
82.9		-0.606547		-0.97237		0.978123		2.54659
83		-0.50789		-0.716144		0.997551		2.5753
83.1		-0.406532		-0.457835		1.03206		2.58826
83.2		-0.301001		-0.19901		1.08084		2.58569
83.3		-0.189937		0.0588002		1.14239		2.56808
83.4		-0.0721667		0.314131		1.21456		2.53625
83.5		0.053241		0.565609		1.29465		2.49121
83.6		0.186921		0.811974		1.37945		2.43422
83.7		0.329173		1.0521		1.46546		2.36669
83.8		0.479928		1.28501		1.54891		2.29016
83.9		0.638742		1.50989		1.62598		2.20621
84		0.804785		1.72606		1.69289		2.11646
84.1		0.976862		1.93304		1.74608		2.02247
84.2		1.15344		2.13046		1.78233		1.9257
84.3		1.33267		2.31813		1.79885		1.82748
84.4		1.51247		2.49595		1.79344		1.72895
84.5		1.69057		2.66394		1.76454		1.63105
84.6		1.86457		2.8222		1.71132		1.53447
84.7		2.03202		2.97089		1.63367		1.43963
84.8		2.19051		3.11019		1.53227		1.34671
84.9		2.33772		3.2403		1.40852		1.25562
85		2.47154		3.36137		1.26455		1.16605
85.1		2.59005		3.47354		1.10309		1.07744
85.2		2.69168		3.57687		0.927435		0.989079
85.3		2.77519		3.67133		0.741288		0.900093
85.4		2.83972		3.75683		0.548668		0.809515
85.5		2.88484		3.83315		0.353756		0.716328
85.6		2.91054		3.89998		0.160757		0.619521
85.7		2.9172		3.9569		-0.0262442		0.518134
85.8		2.90562		4.00342		-0.203424		0.411317
85.9		2.87695		4.03896		-0.367345		0.298369
86		2.83269		4.06287		-0.515075		0.178782
86.1		2.77456		4.07449		-0.644281		0.0522785
86.2		2.70451		4.0731		-0.753305		-0.0811678
86.3		2.6246		4.05803		-0.841213		-0.221312
86.4		2.53698		4.02863		-0.90782		-0.367632
86.5		2.44373		3.98432		-0.953687		-0.519333
86.6		2.34689		3.92462		-0.980087		-0.675356
86.7		2.2483		3.84915		-0.988952		-0.83441
86.8		2.1496		3.75768		-0.982791		-0.994995
86.9		2.05215		3.65015		-0.964588		-1.15545
87		1.95697		3.52666		-0.937688		-1.31399
87.1		1.86478		3.38748		-0.905659		-1.46876
87.2		1.77589		3.23309		-0.872159		-1.61791
87.3		1.69028		3.06415		-0.840792		-1.75961
87.4		1.60755		2.88148		-0.814966		-1.89213
87.5		1.52699		2.68608		-0.797766		-2.01389
87.6		1.44762		2.4791		-0.79183		-2.12352
87.7		1.36818		2.26182		-0.799248		-2.21985
87.8		1.28727		2.03561		-0.821477		-2.302
87.9		1.20336		1.80192		-0.859286		-2.36937
88		1.11489		1.56224		-0.912718		-2.42166
88.1		1.02032		1.31809		-0.981088		-2.45889
88.2		0.918221		1.07095		-1.063		-2.48137
88.3		0.807337		0.822286		-1.1564		-2.48968
88.4		0.686646		0.573462		-1.25863		-2.48468
88.5		0.55542		0.325759		-1.36655		-2.46743
88.6		0.413263		0.0803424		-1.47663		-2.43919
88.7		0.260147		-0.161757		-1.5851		-2.40132
88.8		0.0964281		-0.39965		-1.68803		-2.3553
88.9		-0.0771451		-0.632595		-1.78155		-2.3026
89		-0.259444		-0.859997		-1.86195		-2.24469
89.1		-0.448983		-1.08141		-1.92581		-2.18294
89.2		-0.643953		-1.2965		-1.97014		-2.1186
89.3		-0.842276		-1.50508		-1.99249		-2.05276
89.4		-1.04166		-1.70703		-1.99105		-1.98629
89.5		-1.23965		-1.90234		-1.96471		-1.91986
89.6		-1.43375		-2.09102		-1.91308		-1.85385
89.7		-1.62144		-2.27312		-1.83657		-1.78841
89.8		-1.80027		-2.44871		-1.73632		-1.72343
89.9		-1.96797		-2.61782		-1.61419		-1.65857
90		-2.12247		-2.78041		-1.47271		-1.59324
90.1		-2.26197		-2.93642		-1.31497		-1.5267
90.2		-2.38504		-3.08568		-1.14453		-1.45803
90.3		-2.49058		-3.22792		-0.965288		-1.38622
90.4		-2.57794		-3.36278		-0.781349		-1.3102
90.5		-2.64684		-3.48979		-0.596892		-1.22889
90.6		-2.69743		-3.60835		-0.416015		-1.14128
90.7		-2.73029		-3.7178		-0.242601		-1.04642
90.8		-2.74632		-3.81737		-0.0801811		-0.94354
90.9		-2.74679		-3.90622		0.0681801		-0.832047
91		-2.73324		-3.98348		0.19999		-0.711573
91.1		-2.70741		-4.04823		0.313407		-0.582007
91.2		-2.67121		-4.09958		0.4073		-0.44351
91.3		-2.62662		-4.13665		0.481274		-0.296529
91.4		-2.57561		-4.15863		0.535682		-0.141793
91.5		-2.5201		-4.16478		0.571595		0.0196964
91.6		-2.46185		-4.1545		0.590755		0.186686
91.7		-2.40243		-4.12731		0.595502		0.357701
91.8		-2.34314		-4.08288		0.588676		0.531082
91.9		-2.28497		-4.02108		0.573506		0.705032
92		-2.2286		-3.94192		0.553479		0.877663
92.1		-2.17432		-3.84565		0.532205		1.04705
92.2		-2.12208		-3.73268		0.513275		1.2113
92.3		-2.07147		-3.60362		0.50012		1.36858
92.4		-2.02176		-3.45926		0.495876		1.51719
92.5		-1.97191		-3.30052		0.503263		1.65561
92.6		-1.92064		-3.12852		0.524473		1.78252
92.7		-1.8665		-2.94444		0.561086		1.89687
92.8		-1.80788		-2.74959		0.614		1.9979
92.9		-1.74315		-2.54532		0.683396		2.08511
93		-1.67067		-2.33303		0.768718		2.15832
93.1		-1.58891		-2.11412		0.868693		2.21767
93.2		-1.49651		-1.88995		0.981363		2.26354
93.3		-1.3923		-1.66184		1.10416		2.29662
93.4		-1.27544		-1.43102		1.23399		2.31779
93.5		-1.14538		-1.19864		1.36733		2.32813
93.6		-1.00198		-0.965719		1.50039		2.32887
93.7		-0.845449		-0.733147		1.62918		2.32132
93.8		-0.676418		-0.501685		1.74974		2.30686
93.9		-0.495906		-0.27196		1.85819		2.28682
94		-0.305304		-0.0444644		1.95095		2.26248
94.1		-0.106346		0.180432		2.02482		2.23502
94.2		0.098939		0.402469		2.07711		2.20543
94.3		0.308285		0.621477		2.10574		2.17455
94.4		0.519249		0.837356		2.10931		2.14296
94.5		0.729287		1.05006		2.08717		2.111
94.6		0.935827		1.25955		2.03942		2.07879
94.7		1.13634		1.4658		1.96693		2.04617
94.8		1.32844		1.66876		1.87129		2.01273
94.9		1.50991		1.8683		1.75479		1.97786
95		1.6788		2.06425		1.62031		1.94075
95.1		1.83348		2.25634		1.4712		1.90042
95.2		1.97267		2.4442		1.31124		1.8558
95.3		2.0955		2.62732		1.14443		1.80573
95.4		2.20147		2.80512		0.974887		1.74905
95.5		2.29052		2.97687		0.806687		1.68464
95.6		2.36298		3.14176		0.643742		1.61145
95.7		2.41957		3.29884		0.489648		1.52861
95.8		2.46131		3.44713		0.34757		1.4354
95.9		2.48957		3.58556		0.220132		1.33133
96		2.5059		3.71303		0.109329		1.21617
96.1		2.51203		3.82842		0.0164686		1.08996
96.2		2.50981		3.93066		-0.0578745		0.953048
96.3		2.50107		4.0187		-0.113864		0.806048
96.4		2.48762		4.09156		-0.15239		0.649872
96.5		2.47113		4.1484		-0.175023		0.485694
96.6		2.45308		4.18848		-0.18395		0.314925
96.7		2.43471		4.21122		-0.181882		0.139181
96.8		2.41696		4.21621		-0.171947		-0.0397643
96.9		2.40046		4.20322		-0.157563		-0.220027
97		2.38548		4.17223		-0.142303		-0.399664
97.1		2.37191		4.12338		-0.129758		-0.576732
97.2		2.35932		4.05703		-0.123391		-0.749339
97.3		2.34692		3.97372		-0.126403		-0.9157
97.4		2.33363		3.87415		-0.141605		-1.07419
97.5		2.31812		3.75919		-0.171307		-1.22336
97.6		2.29883		3.62983		-0.217223		-1.36205
97.7		2.27409		3.48716		-0.280397		-1.4893
97.8		2.24216		3.33237		-0.36116		-1.60449
97.9		2.20129		3.16668		-0.459105		-1.70728
98		2.1498		2.99133		-0.573096		-1.79761
98.1		2.08619		2.80757		-0.701298		-1.87571
98.2		2.00915		2.61658		-0.841239		-1.94209
98.3		1.91765		2.41952		-0.989891		-1.99748
98.4		1.811		2.21742		-1.14377		-2.0428
98.5		1.68885		2.01126		-1.29908		-2.07914
98.6		1.55127		1.80185		-1.45179		-2.10769
98.7		1.39872		1.58994		-1.59783		-2.12968
98.8		1.23206		1.3761		-1.73323		-2.14634
98.9		1.05255		1.16081		-1.85423		-2.15887
99		0.861806		0.944425		-1.95742		-2.16833
99.1		0.661758		0.727211		-2.03988		-2.17567
99.2		0.4546		0.509336		-2.09927		-2.18164
99.3		0.24273		0.290911		-2.13393		-2.18676
99.4		0.0286725		0.0720019		-2.1429		-2.19133
99.5		-0.184986		-0.147339		-2.126		-2.1954
99.6		-0.395682		-0.367055		-2.0838		-2.19875
99.7		-0.600945		-0.587051		-2.01762		-2.20093
99.8		-0.798472		-0.80718		-1.92948		-2.20127
99.9		-0.986196		-1.02721		-1.82203		-2.19887
100		-1.16234		-1.24683		-1.69843		-2.19269
