                ---  LOGARITMO NEPERIANO POR INTEGRAL  ---
Se muestran todas las integrales variando el límite superior de 1 a 9:
INTERVALO 	 INTEGRAL(Simpson 1/3) 	 VALOR REAL 	 ITERACIONES
[1,1] 		0		0		1
[1,2] 		0.6931471815		0.6931471806		38
[1,3] 		1.09861229		1.098612289		76
[1,4] 		1.386294362		1.386294361		114
[1,5] 		1.609437913		1.609437912		152
[1,6] 		1.79175947		1.791759469		190
[1,7] 		1.94591015		1.945910149		228
[1,8] 		2.079441543		2.079441542		266
[1,9] 		2.197224578		2.197224577		304
